lon,lat
15.083333015441895,78.5
15.166666984558105,78.5
15.25,78.5
15.333333015441895,78.5
15.416666984558105,78.5
15.5,78.5
15.583333015441895,78.5
15.666666984558105,78.5
15.75,78.5
15.833333015441895,78.5
15.916666984558105,78.5
16,78.5
16.08333396911621,78.5
16.16666603088379,78.5
16.25,78.5
16.33333396911621,78.5
16.41666603088379,78.5
14.333333015441895,78.58333587646484
14.416666984558105,78.58333587646484
14.5,78.58333587646484
14.583333015441895,78.58333587646484
14.666666984558105,78.58333587646484
14.75,78.58333587646484
14.833333015441895,78.58333587646484
14.916666984558105,78.58333587646484
15,78.58333587646484
15.083333015441895,78.58333587646484
15.166666984558105,78.58333587646484
15.25,78.58333587646484
15.333333015441895,78.58333587646484
16,78.58333587646484
16.08333396911621,78.58333587646484
16.16666603088379,78.58333587646484
16.25,78.58333587646484
16.33333396911621,78.58333587646484
16.41666603088379,78.58333587646484
16.5,78.58333587646484
16.58333396911621,78.58333587646484
16.66666603088379,78.58333587646484
14.333333015441895,78.66666412353516
14.416666984558105,78.66666412353516
14.5,78.66666412353516
14.583333015441895,78.66666412353516
14.666666984558105,78.66666412353516
14.75,78.66666412353516
14.833333015441895,78.66666412353516
14.916666984558105,78.66666412353516
15,78.66666412353516
15.083333015441895,78.66666412353516
15.166666984558105,78.66666412353516
15.25,78.66666412353516
15.333333015441895,78.66666412353516
15.416666984558105,78.66666412353516
15.5,78.66666412353516
16.25,78.66666412353516
16.33333396911621,78.66666412353516
16.41666603088379,78.66666412353516
16.5,78.66666412353516
16.58333396911621,78.66666412353516
16.66666603088379,78.66666412353516
16.75,78.66666412353516
16.83333396911621,78.66666412353516
16.91666603088379,78.66666412353516
15,78.75
15.083333015441895,78.75
15.166666984558105,78.75
15.25,78.75
15.333333015441895,78.75
15.416666984558105,78.75
15.5,78.75
15.583333015441895,78.75
15.666666984558105,78.75
15.083333015441895,78.83333587646484
15.166666984558105,78.83333587646484
15.25,78.83333587646484
15.333333015441895,78.83333587646484
15.416666984558105,78.83333587646484
